Code,Name,Close,Location,Industry,List_date,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE18_20,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,
300155.SZ, 安居宝,6.71,广东,计算机,2011/1/7,0.19,0.13,0.05,0.02,0.03,0.06,0.23,0.56,0.42,0.33,1.17,1.02,0.59,0.28,0,1,0.12,0.4,2.4195,是,1,54.41,28.7435,-0.69,3.7452,-3.5644,2.77,3298259554.14,0,0,1,1,0,1,0,0
300156.SZ, 神雾退,0,北京,-,2011/1/7,0,0,-1.48,0.36,0.7,0.45,0.11,-0.53,0.34,0.47,1.59,1.23,0.91,0.84,0,0,-0.49,-0.03,0,-,0,10000,0,17.5,0,0,#DIV/0!,121202929.80,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!
300157.SZ, 恒泰艾普,4.7,北京,采掘,2011/1/7,-1.7,-1.43,0.04,-0.63,0.13,0.13,0.14,0.35,0.58,0.46,1.08,0.84,0.38,0.15,0,0,-1.03,0.36,1.2975,-,0,10000,0,-3.89,0.877,0.2556,3.62,2421185073.80,0,0,0,1,0,1,0,0
300158.SZ, 振东制药,6.98,山西,医药生物,2011/1/7,0.255,0.1382,-0.1424,0.5831,0.5558,0.2245,0.1457,0.26,0.32,0.83,0.85,0.65,0.67,0.46,0,0,0.08,0.24,5.4938,是,1,83.49,35.9861,-0.65,2.2366,-12.9526,1.27,5240222766.00,0,0,1,1,1,1,1,0
300159.SZ, 新研股份,5.8,新疆,国防军工,2011/1/7,-1.72,-1.3276,0.2,0.27,0.17,0.2018,0.31,0.56,0.44,0.88,1.7,0.91,0.56,0.43,0,0,-0.95,0.44,1.0335,-,0,10000,0,-3.17,0.8921,0.7006,5.61,4277333779.74,0,0,0,1,0,1,0,0
300160.SZ, 秀强股份,7.73,江苏,家用电器,2011/1/13,0.2,0.21,-0.39,0.19,0.2,0.3236,0.1953,0.1992,0.28,1.07,0.64,0,0,0,0,0,0.01,0.22,1.6301,-,0,1159.5,99.0484,-0.97,1.5445,7.4592,4.74,3779049804.53,0,0,0,1,0,1,0,0
300161.SZ, 华中数控,34.12,湖北,机械设备,2011/1/13,0.1608,0.0887,0.0966,0.1902,0.08,-0.2557,0.0662,0.0933,0.09,0.27,0.66,0.53,0.52,0.5,0,0,0.12,0.08,6.8341,-,0,295.75,22.5405,0.39,1.7452,2.4221,4.99,3386204799.60,0,0,0,1,0,1,0,0
300162.SZ, 雷曼光电,10.15,广东,电子,2011/1/13,-0.9,0.12,-0.1,0.06,0.09,0.06,0.19,0.13,0.17,0.25,0.78,0.46,0.23,0.36,0,0,-0.29,0.16,1.7185,-,0,10000,4.3249,-2.8,1.551,14.9422,5.91,2250844593.20,0,0,0,1,0,1,0,0
300163.SZ, 先锋新材,3.95,浙江,化工,2011/1/13,0.0384,0.1,-0.43,-0.06,0.14,0.07,0.2,0.28,0.33,0.48,0.5,0.33,0.22,0.1,0,0,-0.1,0.27,1.2616,-,0,10000,0,-1.36,3.7227,-179.285,3.13,1625820000.00,0,0,1,1,0,1,0,0
300164.SZ, 通源石油,4.36,陕西,采掘,2011/1/13,-2.07,0.1,0.23,0.1,0.05,-0.11,0.03,0.14,0.38,0.99,1.25,1.16,0.91,0.71,0,0,-0.58,0.18,1.7796,-,0,10000,91.0208,-4.16,1.4591,1.5637,2.45,1848709040.40,0,0,0,1,0,1,0,0
300165.SZ, 天瑞仪器,5.4,江苏,机械设备,2011/1/25,0.05,0.05,0.08,0.22,0.12,0.2,0.32,0.36,0.39,0.72,1.39,1.42,1.57,5.6888,0,1,0.06,0.36,3.4052,是,1,90,43.8621,-0.83,1.9417,38.7921,1.59,2142030649.70,0,0,0,1,0,1,0,0
300166.SZ, 东方国信,10.06,北京,计算机,2011/1/25,0.29,0.48,0.5,0.41,0.53,0.4,0.52,0.72,0.58,1.45,1.39,1.2,0.66,0.87,0,1,0.42,0.61,5.4916,-,0,23.76,10.0697,-0.3,3.6937,32.5882,1.83,9294476356.00,0,0,1,1,0,1,0,0
300167.SZ, 迪威迅,6.76,广东,计算机,2011/1/25,-0.3962,0.0593,-0.5393,-0.0195,0.0979,0.03,-0.03,0.03,0.2,0.43,1.19,0.88,0.64,0.61,0,0,-0.29,0.07,1.3777,-,0,10000,0,-5.38,1.7373,6.2574,4.91,1188950400.00,0,0,0,1,0,1,0,0
300168.SZ, 万达信息,11.78,上海,计算机,2011/1/25,-1.1,-1.2736,0.2146,0.2969,0.232,0.224,0.3899,0.6106,0.4643,0.6963,0.5908,0.4437,0.2821,0.3761,0,0,-0.72,0.49,1.2329,-,0,10000,0,-2.47,0.6964,-0.1185,9.55,17065593029.94,0,0,0,1,0,1,0,0
300169.SZ, 天晟新材,6.89,江苏,化工,2011/1/25,-0.87,-0.89,0.05,-0.1145,0.0558,0.0719,0.0848,-0.2485,0.07,0.4,0.6959,0.5066,0.3828,0.4216,0,0,-0.57,-0.03,1.8989,-,0,10000,0,17.25,1.0482,0.8646,3.63,2653512527.60,0,0,0,1,0,1,0,0
300170.SZ, 汉得信息,7.39,上海,计算机,2011/2/1,0.07,0.1,0.44,0.38,0.27,0.26,0.33,0.55,0.71,0.58,0.74,0.54,0.4,0.4,0,1,0.2,0.53,3.5536,是,1,36.34,0,-0.62,3.3957,-4.3715,2.08,5701909256.55,0,0,1,1,0,1,0,0
300171.SZ, 东富龙,55.9,上海,机械设备,2011/2/1,0.74,0.23,0.11,0.2,0.37,0.62,1.07,1.28,1.12,1.39,2.38,1.26,0.89,0.77,0,1,0.36,1.16,5.7349,是,1,155.28,30.164,-0.69,2.0701,13.8338,9.75,18039556418.40,0,0,1,1,0,1,0,0
300172.SZ, 中电环保,4.97,江苏,公用事业,2011/2/1,0.34,0.28,0.24,0.23,0.22,0.3,0.49,0.53,0.44,0.48,0.6,0.52,0.42,0.42,0,1,0.29,0.49,3.1515,是,1,17.34,18.2601,-0.41,2.4782,3.1346,1.58,3165920144.00,0,0,1,1,0,1,0,0
300173.SZ, 福能东方,8.08,广东,机械设备,2011/2/1,0.02,-0.25,-1.42,0.11,0.13,0.13,0.07,-0.19,0.2,0.46,0.79,0.68,0.62,0.52,0,0,-0.55,0.03,2.1206,-,0,10000,0,-21.63,1.4021,1.3762,3.81,3673628490.00,0,0,0,1,0,1,0,0
300174.SZ, 元力股份,17.75,福建,化工,2011/2/1,0.4526,0.2187,0.3376,0.1988,0.3129,0.227,0.0596,0.0398,0.1703,0.5284,0.5242,0.3788,0.8123,0.9305,0,1,0.34,0.09,5.4022,是,1,52.78,22.8575,2.74,6.1295,-2.6293,3.29,4716726216.96,0,0,1,1,0,1,0,0
300175.SZ, 朗源股份,4.35,山东,农林牧渔,2011/2/15,-0.39,0.07,0.1242,0.084,0.06,0.076,0.186,0.037,0.05,0.26,0.61,0.47,0.35,0.34,0,1,-0.07,0.09,1.3807,-,0,10000,12.2464,-1.72,1.7938,5.8494,3.15,2438744000.00,0,0,0,1,0,1,0,0
300176.SZ, 派生科技,7.59,广东,非银金融,2011/2/15,0.0401,-1.1064,0.9545,4.5783,0.4671,0.3567,0.1488,0.2428,0.4776,0.3671,0.6351,0.5228,0.3704,0.3127,0,0,-0.04,0.29,2.4126,-,0,10000,0,-1.13,0.911,4.3962,3.15,2308193568.00,0,0,0,1,0,1,0,0
300177.SZ, 中海达,11.09,广东,计算机,2011/2/15,0.1266,-0.2335,0.2164,0.1524,0.0432,0.0036,0.25,0.54,0.36,0.65,1.26,0.88,1.48,4.4,0,0,0.04,0.38,2.5916,是,1,303.84,0,-0.9,1.6191,4.8812,4.28,6615662996.74,0,0,0,1,0,1,0,0
300178.SZ, *ST腾邦,2.78,广东,休闲服务,2011/2/15,-1.7055,-2.5758,0.27,0.49,0.32,0.26,0.53,0.74,0.55,0.5,0.91,0.63,0.62,0.53,0,0,-1.34,0.61,0.5303,-,0,10000,0,-3.2,0.7465,0.0581,5.24,1535105649.57,0,0,0,1,0,1,0,0
300179.SZ, 四方达,11.16,河南,机械设备,2011/2/15,0.1518,0.2344,0.1308,0.1289,0.0616,0.0971,0.17,0.15,0.29,0.46,0.64,0.51,0.44,0,0,1,0.17,0.2,1.8358,是,1,64.76,83.8982,-0.15,5.4061,-5.293,6.08,2545794344.85,0,0,1,1,0,1,0,0
300180.SZ, 华峰超纤,5.38,上海,化工,2011/2/22,-0.28,0.09,0.26,0.45,0.22,0.3,0.73,0.57,0.55,0.52,0.69,0.56,0.33,0.39,0,0,0.02,0.62,2.8848,-,0,230.57,21.5164,-0.96,1.211,2.8898,1.86,9721052055.60,0,0,0,1,0,1,0,0
300181.SZ, 佐力药业,7.2,浙江,医药生物,2011/2/22,0.1459,0.0421,0.03,0.07,0.12,0.15,0.33,0.56,0.43,0.66,0.69,0.53,0.28,0.23,0,1,0.07,0.44,2.6335,是,1,99.08,47.5621,-0.83,1.6115,12.7685,2.73,4242115190.56,0,0,0,1,0,1,0,0
300182.SZ, 捷成股份,4.71,北京,传媒,2011/2/22,-0.48,-0.93,0.0367,0.4205,0.3869,0.3899,0.56,0.89,0.85,0.94,1.6,0,0,0,0,0,-0.46,0.77,2.447,-,0,10000,0,-1.6,1.0375,0.4967,1.92,9347107729.41,0,0,0,1,0,1,0,0
300183.SZ, 东软载波,19.86,山东,通信,2011/2/22,0.398,0.4213,0.3802,0.5248,0.7865,0.6151,1.1,1.07,1.18,2.13,1.38,0.93,2.02,0.92,0,1,0.4,1.12,6.5073,是,1,49.67,47.39,-0.64,13.5042,-1.4235,3.05,5884388222.64,0,0,1,1,0,1,0,0
300184.SZ, 力源信息,5.86,湖北,电子,2011/2/22,-1.4728,0.163,0.5423,0.5387,0.1211,0.0993,0.12,0.17,0.19,0.38,0.59,0.39,0.31,0.47,0,0,-0.26,0.16,2.4763,-,0,10000,0,-2.6,2.2029,16.0129,2.37,4535909154.70,0,0,1,1,0,1,0,0
300185.SZ, 通裕重工,3.63,山东,电气设备,2011/3/8,0.12,0.07,0.07,0.07,0.05,0.13,0.09,0.07,0.15,0.55,0.71,0.62,0.57,0.37,0,1,0.09,0.1,1.7037,是,1,41.88,55.6128,-0.16,1.1591,1.4519,2.13,11885188824.05,0,0,0,1,0,1,0,0
300186.SZ, 大华农,0,广东,-,2011/3/8,0,0,0,0,0,0,0.21,0.4,0.68,0.67,0.69,0.58,0.57,0.61,0,0,0,0.43,0,-,0,10000,0,-1,0,0,#DIV/0!,24658624800.00,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!
300187.SZ, 永清环保,7.12,湖南,公用事业,2011/3/8,0.0505,0.09,-0.26,0.22,0.22,0.55,0.27,0.27,0.4,0.57,0.83,0.71,0.42,0.36,0,0,-0.04,0.31,2.2405,-,0,10000,247.6629,-1.13,1.0545,0.301,3.18,4318151105.50,0,0,0,1,0,1,0,0
300188.SZ, 美亚柏科,19.92,福建,计算机,2011/3/16,0.47,0.36,0.38,0.55,0.38,0.31,0.52,0.25,0.72,1.23,1.03,0.72,0.52,0.33,0,1,0.4,0.5,4.0924,是,1,49.39,25.0173,-0.19,2.4785,-3.4016,4.87,13230319766.00,0,0,1,1,0,1,0,0
300189.SZ, 神农科技,4.73,海南,农林牧渔,2011/3/16,-0.1154,-0.3216,0.0199,-0.016,0.0166,0.0073,-0.216,0.1501,0.2327,0.3938,0.513,0.3851,0.2326,0.0918,0,0,-0.14,0.06,0.9069,-,0,10000,0,-3.5,4.7464,-4.2725,5.22,4648960000.00,0,0,1,1,0,1,0,0
300190.SZ, 维尔利,6.14,江苏,公用事业,2011/3/16,0.38,0.4,0.29,0.32,0.24,0.35,0.59,0.13,0.69,0.92,1.12,0.74,0.4,0.06,0,1,0.36,0.47,5.4699,是,1,17.21,24.7477,-0.24,1.5293,0.6072,1.12,5142835932.64,0,0,0,1,1,1,1,1
300191.SZ, 潜能恒信,22.6,北京,采掘,2011/3/16,0.03,0.08,0.09,-0.05,0.04,-0.15,0.08,0.29,0.52,1.03,1.01,0.82,1.01,1,0,0,0.07,0.3,3.7601,是,1,339,24.4476,-0.78,9.7045,-2.6509,6.01,5616000000.00,0,0,1,1,0,1,0,0
300192.SZ, 科德教育,8.55,江苏,传媒,2011/3/22,0.4,0.33,0.12,0.02,0.15,0.14,0.1629,0.35,0.38,0.56,0.64,0.62,0.29,0.23,0,1,0.28,0.3,3.0355,-,0,30.18,0,-0.05,1.622,2.5538,2.82,3623685663.00,0,0,0,1,0,1,0,0
300193.SZ, 佳士科技,17.15,广东,机械设备,2011/3/22,0.33,0.43,0.38,0.28,0.2,0.15,0.24,0.31,0.37,0.52,0.6,0.56,0.43,0.29,0,1,0.38,0.31,4.4458,是,1,45.13,114.2951,0.24,5.4168,-1.9354,3.86,4876390602.20,0,0,1,1,0,1,0,0
300194.SZ, 福安药业,4.24,重庆,医药生物,2011/3/22,0.18,0.25,-0.3,0.24,0.68,0.24,0.18,0.22,0.66,0.76,1.23,0.91,1.27,3.35,0,0,0.04,0.35,3.4464,是,1,97.85,20.3141,-0.88,1.8363,-15.0919,1.23,5008689128.22,0,0,0,1,1,1,1,0
300195.SZ, 长荣股份,7.35,天津,机械设备,2011/3/29,-0.23,-2.21,0.23,0.36,0.4,0.58,1.1,1.01,1.05,1.28,1.07,0.82,0.64,0.55,0,0,-0.74,1.05,6.4144,-,0,10000,0,-1.7,1.3009,1.0978,1.15,2370969193.60,0,0,0,1,1,1,1,0
300196.SZ, 长海股份,20.61,江苏,化工,2011/3/29,0.66,0.71,0.63,0.48,1.3,1.11,0.77,0.88,0.74,0.52,0.55,0.35,0.29,0.13,0,1,0.67,0.8,7.0065,是,1,30.92,21.1795,-0.16,4.932,-3.9663,2.94,6984689477.11,0,0,1,1,0,1,0,0
300197.SZ, 节能铁汉,2.82,广东,建筑装饰,2011/3/29,-0.0048,-0.34,0.13,0.5,0.35,0.39,0.48,0.75,1.03,1.28,1.4,1.3,0.59,0.51,0,0,-0.07,0.75,2.2529,-,0,10000,0,-1.1,0.8254,0.3743,1.25,8525069945.86,0,0,0,1,1,1,1,0
300198.SZ, 纳川股份,4.1,福建,建筑材料,2011/4/7,0.0467,0.2299,-0.385,0.069,0.0633,0.064,0.118,0.439,0.466,0.561,0.821,0.752,0.545,0.147,0,0,-0.04,0.34,1.4051,-,0,10000,0,-1.11,0.7199,1.0176,2.92,4023039306.00,0,0,0,1,0,1,0,0
300199.SZ, 翰宇药业,5.62,广东,医药生物,2011/4/7,-0.66,-0.96,-0.37,0.35,0.33,0.34,0.43,0.32,0.45,0.86,0.7,0.48,0.34,0.94,0,0,-0.66,0.4,1.7859,-,0,10000,0,-2.66,0.9544,0.6529,3.15,5116452883.20,0,0,0,1,0,1,0,0
300200.SZ, 高盟新材,11.82,北京,化工,2011/4/7,0.55,0.7,0.32,0.18,0.27,0.25,0.23,0.23,0.55,0.44,0.49,0.43,0.42,0,0,1,0.52,0.34,4.1823,是,1,22.59,57.3159,0.55,3.9542,-5.8918,2.83,3895733727.22,0,0,1,1,0,1,0,0
300201.SZ, 海伦哲,4.12,江苏,机械设备,2011/4/7,-0.4492,0.0436,0.0959,0.1548,0.0878,0.0714,0.0468,0.0156,0.1365,0.33,0.66,0.61,0.61,0,0,1,-0.1,0.07,1.1045,-,0,10000,23.0111,-2.56,1.1273,6.3618,3.73,2800078883.42,0,0,0,1,0,1,0,0
300202.SZ, *ST 聚龙,5.08,辽宁,计算机,2011/4/15,0.0869,0.069,-0.24,0.11,0.57,0.47,0.67,0.89,0.85,0.9,0.63,0.43,0.29,0,0,0,-0.03,0.8,2.9482,-,0,10000,115.9999,-1.03,2.924,-3.5694,1.72,2906876160.00,0,0,1,1,0,1,0,0
300203.SZ, 聚光科技,17.45,浙江,公用事业,2011/4/15,1.1,0.09,1.33,1,0.89,0.55,0.43,0.36,0.4,0.41,0.4,0.34,0.83,0.09,0,1,0.84,0.4,8.3221,是,1,20.77,0,1.12,1.5122,1.4463,2.1,5068194880.00,0,0,0,1,0,1,0,0
300204.SZ, 舒泰神,11.3,北京,医药生物,2011/4/15,-0.28,0.06,0.28,0.55,0.54,0.63,0.81,0.46,1.2,1.71,1.15,0.74,0.36,0.09,0,0,0.02,0.82,3.3349,-,0,565,0,-0.98,4.3388,-15.6642,3.39,3865400497.28,0,0,1,1,0,1,0,0
300205.SZ, 天喻信息,13.06,湖北,通信,2011/4/21,-0.1412,0.4474,0.2349,0.0525,0.0462,0.0163,0.1363,0.4,0.28,0.4,0.87,0.57,0.38,0.29,0,1,0.18,0.27,3.0874,-,0,72.41,22.3526,-0.34,1.5296,3.102,4.23,3621071520.00,0,0,0,1,0,1,0,0
300206.SZ, 理邦仪器,12.04,广东,医药生物,2011/4/21,1.1228,0.2261,0.1584,0.0748,0.045,0.44,0.07,0.27,0.55,0.65,0.88,0.61,0,0,0,1,0.5,0.3,3.113,是,1,23.96,75.8861,0.69,3.8925,-3.0142,3.87,9848550852.78,0,0,1,1,0,1,0,0
300207.SZ, 欣旺达,40.9,广东,电子,2011/4/21,0.52,0.49,0.47,0.42,0.35,0.51,0.68,0.33,0.29,0.48,0.44,0.24,0.15,0,0,1,0.49,0.43,4.2838,是,1,82.91,14.6264,0.14,0.9941,0.4972,9.55,31870458333.12,0,0,0,1,0,1,0,0
300208.SZ, 青岛中程,15.57,山东,电气设备,2011/4/26,-0.54,-0.35,0.25,0.44,0.34,0.45,0.38,0.13,0.39,0.78,0.8,0.54,0.29,0,0,0,-0.21,0.3,1.8271,-,0,10000,0,-1.71,1.2015,0.3728,8.52,7382328750.00,0,0,0,1,0,1,0,0
300209.SZ, 天泽信息,5.63,湖南,计算机,2011/4/26,-2.078,0.2844,0.0836,0.37,0.36,0.01,0.06,0.04,0.03,0.74,0.8,0.46,0.35,0,0,1,-0.57,0.04,7.3869,-,0,10000,0,-14.15,2.5835,-15.6977,0.76,2627138548.80,0,0,1,1,1,1,1,0
300210.SZ, 森远股份,4.31,辽宁,机械设备,2011/4/26,0.26,-0.66,-0.2,0.11,0.28,0.37,0.45,0.77,0.64,0.96,0.68,0.47,0.33,0,0,0,-0.2,0.62,2.0584,-,0,10000,0,-1.32,1.3526,2.8433,2.09,1743191830.80,0,0,0,1,0,1,0,0
300211.SZ, 亿通科技,12.62,江苏,通信,2011/5/5,0.0305,0.021,0.0165,0.0121,0.0125,0.0737,0.1252,0.3523,0.44,0.58,0.91,0.73,0.46,0.41,0,1,0.02,0.31,1.5126,是,1,556.76,477.1792,-0.93,7.763,-3.2283,8.34,2857261185.12,0,0,1,1,0,1,0,0
300212.SZ, 易华录,33.61,北京,计算机,2011/5/5,1.0552,0.7089,0.669,0.5439,0.3816,0.374,0.447,0.35,0.66,1.068,0.76,0.22,0.28,0,0,1,0.81,0.49,6.0876,-,0,41.44,23.9719,0.67,1.3024,0.5557,5.52,15266655690.50,0,0,0,1,0,1,0,0
300213.SZ, 佳讯飞鸿,6.37,北京,通信,2011/5/5,0.2,0.26,0.22,0.2,0.39,0.32,0.28,0.34,0.14,0.65,0.77,0.6,0.5,0.41,0,1,0.23,0.25,3.599,是,1,28.1,19.4253,-0.11,2.4885,-29.1349,1.77,3261179254.56,0,0,1,1,0,1,0,0
300214.SZ, 日科化学,7.45,山东,化工,2011/5/11,0.49,0.42,0.24,0.23,0.2,0.26,0.13,0.27,0.48,0.84,0.81,0.54,0.39,0.17,0,1,0.38,0.29,4.516,是,1,19.43,14.1611,0.31,4.9563,-9.1601,1.65,3078625199.22,0,0,1,1,0,1,0,0
300215.SZ, 电科院,9.38,江苏,电气设备,2011/5/11,0.11,0.22,0.17,0.17,0.1,0.04,0.1078,0.48,0.79,1.09,1.82,1.53,1.46,0,0,1,0.17,0.46,2.3967,是,1,56.28,182.1328,-0.64,0.9332,1.3785,3.91,4876013591.41,0,0,0,1,0,1,0,0
300216.SZ, 千山退,0,湖南,-,2011/5/11,0,-2.2,-6.82,-0.9,0.57,0.17,0.73,0.46,0.53,0.86,0.9,0.68,0.39,0,0,0,-3.01,0.57,0,-,0,10000,0,-6.24,0,0,#DIV/0!,68672634.80,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!
300217.SZ, 东方电热,3.86,江苏,家用电器,2011/5/18,0.05,-0.0768,0.114,0.0655,0.036,0.1881,0.2596,0.4587,0.48,1.36,1.15,0.71,0.14,0,0,0,0.03,0.4,1.6018,是,1,132.8,-13.0252,-0.93,1.7581,3.7423,2.41,3705866684.46,0,0,0,1,0,1,0,0
300218.SZ, 安利股份,19.92,安徽,化工,2011/5/18,0.2325,0.3277,0.1062,-0.0768,0.269,0.2552,0.2516,0.3494,0.2311,0.6071,0.8952,0.6115,0.3735,0,0,0,0.22,0.28,4.9269,是,1,89.68,36.6157,-0.2,1.3635,14.7554,4.04,2154680910.00,0,0,0,1,0,1,0,0
300219.SZ, 鸿利智汇,14.91,广东,电子,2011/5/18,0.13,-1.23,0.29,0.51,0.21,0.25,0.37,0.25,0.1926,0.6651,0.6976,0.4109,0.3331,0,0,0,-0.27,0.27,2.7093,-,0,10000,0,-2,1.1163,4.4001,5.5,7044037884.70,0,0,0,1,0,1,0,0
300220.SZ, 金运激光,12.72,湖北,电子,2011/5/25,-0.3672,0.1201,0.06,-0.3361,0.0534,-0.118,0.0856,0.1013,0.3835,0.5159,1.0256,0.4606,0,0,0,0,-0.06,0.19,1.4059,-,0,10000,10.8246,-1.33,1.1944,3.782,9.05,1649592000.00,0,0,0,1,0,1,0,0
300221.SZ, 银禧科技,9.44,广东,化工,2011/5/25,0.2245,0.02,-1.6,0.44,0.38,0.1,0.12,0.06,0.17,0.58,0.67,0.48,0.33,0,0,0,-0.45,0.12,2.4387,-,0,10000,0,-4.87,2.3122,5.7651,3.87,2713159684.89,0,0,1,1,0,1,0,0
300222.SZ, 科大智能,13.32,上海,机械设备,2011/5/25,-0.39,-3.67,0.55,0.48,0.43,0.238,0.53,0.09,0.26,1.01,1.09,0.63,0.36,0,0,0,-1.17,0.29,2.1585,-,0,10000,0,-4.99,1.125,0.647,6.17,6984304168.50,0,0,0,1,0,1,0,0
300223.SZ, 北京君正,151.65,北京,电子,2011/5/31,0.2072,0.2902,0.0674,0.0388,0.0424,0.1926,-0.0964,0.2459,0.4603,0.8967,1.4802,1.1649,0.8317,0.1542,0,0,0.19,0.2,17.4736,是,1,805.51,0,-0.07,6.5074,-3.0316,8.68,30000483830.21,0,0,1,1,0,1,0,0
300224.SZ, 正海磁材,15.2,山东,有色金属,2011/5/31,0.17,0.11,-0.1,0.12,0.38,0.32,0.47,0.32,0.62,1.47,0.88,0.53,0.13,0,0,0,0.06,0.47,3.1844,是,1,253.33,171.8609,-0.87,2.32,6.9205,4.77,8923956129.28,0,0,1,1,0,1,0,0
300225.SZ, 金力泰,13.98,上海,化工,2011/5/31,0.19,0.064,0.024,0.101,0.149,0.147,0.336,0.575,0.55,0.83,1.69,1.38,0.55,0.65,0,1,0.09,0.49,2.0634,是,1,150.86,15.6359,-0.81,2.7372,-4.2708,6.78,9226411958.00,0,0,1,1,0,1,0,0
300226.SZ, 上海钢联,55.08,上海,传媒,2011/6/8,1.1348,1.1349,0.7596,0.3023,0.1402,-1.61,0.1204,0.1799,0.44,1.08,0.9,0.66,0.74,0,0,0,1.01,0.25,7.1176,是,1,54.55,10.5727,3.09,1.3089,0.1934,7.74,12652972187.40,0,0,0,1,0,1,0,0
300227.SZ, 光韵达,10.59,广东,电子,2011/6/8,0.2871,0.3081,0.31,0.42,0.1179,0.1883,0.2,0.13,0.34,0.36,0.42,0.25,0.23,0,0,1,0.3,0.22,2.5266,是,1,35.1,8.6698,0.35,1.5554,5.2063,4.19,4670545034.20,0,0,0,1,0,1,0,0
300228.SZ, 富瑞特装,10.93,江苏,机械设备,2011/6/8,0.15,-0.69,0.03,0.11,-0.63,0.06,1.58,1.7,0.84,1.2,0.91,0.73,0.49,0,0,0,-0.17,1.37,3.1038,是,1,10000,0,-1.12,1.2038,1.5731,3.52,3855222538.30,0,0,0,1,0,1,0,0
300229.SZ, 拓尔思,11.59,北京,计算机,2011/6/15,0.4451,0.3302,0.1295,0.3353,0.2936,0.2598,0.4526,0.3321,0.3606,0.7,0.67,0.58,0.49,0.46,0,1,0.3,0.38,3.0237,是,1,38.43,15.2036,-0.21,1.9681,-12.9748,3.83,5779155649.80,0,0,0,1,0,1,0,0
300230.SZ, 永利股份,4.89,上海,化工,2011/6/15,-0.6675,0.323,0.4752,0.6439,0.6843,0.503,0.3502,0.3226,0.311,0.6567,0.5401,0.4578,0.4053,0,0,0,0.04,0.33,2.6703,-,0,112.24,77.4011,-0.87,1.6711,-7.5696,1.83,3493361855.48,0,0,0,1,0,1,0,0
300231.SZ, 银信科技,9.25,北京,计算机,2011/6/15,0.3871,0.3158,0.2697,0.3647,0.3511,0.2571,0.27,0.3934,0.5028,0.9883,0.8927,0.6633,0.4542,0,0,1,0.32,0.39,3.0306,是,1,28.53,46.4876,-0.17,1.858,4.0978,3.05,3214068599.40,0,0,0,1,0,1,0,0
300232.SZ, 洲明科技,9.63,广东,电子,2011/6/22,0.12,0.58,0.54,0.46,0.29,0.56,0.3,0.33,0.22,0.67,1,0,0,0,0,1,0.41,0.28,3.5985,是,1,23.3,2.768,0.46,1.2522,2.1822,2.68,8851183868.93,0,0,0,1,0,1,0,0
300233.SZ, 金城医药,31.36,山东,医药生物,2011/6/22,-1.26,0.52,0.67,0.77,0.63,0.68,0.88,0.53,0.34,0.53,1.16,0.9,0.6,0,0,1,-0.02,0.58,8.7804,是,1,10000,38.239,-1.04,1.9339,-6.1989,3.57,9015683707.80,0,0,0,1,0,1,0,0
300234.SZ, 开尔新材,8.31,浙江,建筑材料,2011/6/22,0.15,0.21,-0.25,-0.02,0.1,0.25,0.4,0.42,0.22,0.62,0.55,0.28,0.23,0,0,0,0.04,0.35,1.792,是,1,226.64,29.7224,-0.89,2.6095,5.246,4.64,3825452163.28,0,0,1,1,0,1,0,0
300235.SZ, 方直科技,9.66,广东,计算机,2011/6/29,0.19,0.19,0.07,0.05,0.12,0.13,0.14,0.26,0.24,0.65,1.07,0.81,1.69,1.23,0,1,0.15,0.21,3.8695,是,1,64.4,26.0709,-0.3,16.1706,-2.0332,2.5,1782366175.80,0,0,1,1,0,1,0,0
300236.SZ, 上海新阳,49.55,上海,化工,2011/6/29,0.9439,0.7265,0.0344,0.3737,0.28,0.28,0.6,0.48,0.47,0.52,0.56,0.46,0.31,0,0,1,0.57,0.52,16.2723,是,1,87.19,21.1898,0.1,1.3609,22.1372,3.05,11328737682.30,0,0,0,1,0,1,0,0
300237.SZ, 美晨生态,2.59,山东,建筑装饰,2011/6/29,0.04,0.06,0.26,0.76,0.55,0.31,0.93,0.56,0.33,1.01,1.9,1.19,0.89,0.99,0,1,0.12,0.61,2.2018,是,1,21.58,0,-0.8,1.7444,0.608,1.18,3429251123.60,0,0,0,1,1,1,1,0
300238.SZ, 冠昊生物,18.31,广东,医药生物,2011/7/6,0.18,-1.75,0.17,0.22,0.26,0.26,0.41,0.33,0.3,0.76,0.74,0.72,0.47,0.27,0,0,-0.47,0.35,2.7541,-,0,10000,0,-2.35,1.4471,4.5433,6.65,5356145160.20,0,0,0,1,0,1,0,0
